filepath,size,path,ref_date,geo_code,geo_level,file_type,format,projection,language
lrnf000r19g_e,356.27M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2019/lrnf000r19g_e.zip,NA,rnf,road network file,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lfrr000r19g_f,356.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2019/lfrr000r19g_f.zip,NA,frr,NA,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lrnf000r16g_f,419.48M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2016/lrnf000r16g_f.zip,2016,rnf,road network file,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lrnf000r16g_e,419.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2016/lrnf000r16g_e.zip,2016,rnf,road network file,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lrnf000r17g_e,390.49M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2017/lrnf000r17g_e.zip,NA,rnf,road network file,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,english
lfrr000r17g_f,389.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/GML/RNF-FRR/2017/lfrr000r17g_f.zip,NA,frr,NA,NA,Geography Markup Language (.gml),projection in Lambert conformal conic,french
lada000b16m_e, 26.22M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ADA-ADA/lada000b16m_e.zip,2016,ada,aggregate dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lada000b16m_f, 26.24M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ADA-ADA/lada000b16m_f.zip,2016,ada,aggregate dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcar000b16m_e, 18.46M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CAR-RAR/lcar000b16m_e.zip,2016,car,census agricultural region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lrar000b16m_f, 18.47M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CAR-RAR/lrar000b16m_f.zip,2016,rar,census agricultural region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lccs000b16m_e, 24.88M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CCS-SRU/lccs000b16m_e.zip,2016,ccs,census consolidated subdivision,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lsru000b16m_f, 24.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CCS-SRU/lsru000b16m_f.zip,2016,sru,census consolidated subdivision,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcd_000b16m_e, 19.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CD-DR/lcd_000b16m_e.zip,2016,cd_,census division,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
ldr_000b16m_f, 19.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CD-DR/ldr_000b16m_f.zip,2016,dr_,census division,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcma000b16m_e,  2.16M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CMA-RMR/lcma000b16m_e.zip,2016,cma,census metropolitan area and census agglomeration,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lrmr000b16m_f,  2.17M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CMA-RMR/lrmr000b16m_f.zip,2016,rmr,census metropolitan area and census agglomeration,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcsd000b16m_e, 28.26M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CSD-SDR/lcsd000b16m_e.zip,2016,csd,census subdivision,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lsdr000b16m_f, 28.27M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CSD-SDR/lsdr000b16m_f.zip,2016,sdr,census subdivision,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lct_000b16m_e,  4.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CT-SR/lct_000b16m_e.zip,2016,ct_,census tract,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lsr_000b16m_f,  4.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/CT-SR/lsr_000b16m_f.zip,2016,sr_,census tract,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lad_000b16m_f, 58.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DA-AD/lad_000b16m_f.zip,2016,ad_,dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lda_000b16m_e, 58.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DA-AD/lda_000b16m_e.zip,2016,da_,dissemination area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
ldb_000b16m_e,150.43M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DB-ID/ldb_000b16m_e.zip,2016,db_,dissemination block,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lid_000b16m_f,150.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DB-ID/lid_000b16m_f.zip,2016,id_,NA,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
ldpl000b16m_e,  1.39M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DPL-LD/ldpl000b16m_e.zip,2016,dpl,designated place,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lld_000b16m_f,  1.4M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/DPL-LD/lld_000b16m_f.zip,2016,ld_,designated place,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
leco000e16m_f, 63.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ECU-ECO/leco000e16m_f.zip,2016,eco,population ecumene census division cartographic,ecumene,MapInfo® (.tab),projection in Lambert conformal conic,french
lecu000e16m_e, 63.2M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ECU-ECO/lecu000e16m_e.zip,2016,ecu,population ecumene census division cartographic,ecumene,MapInfo® (.tab),projection in Lambert conformal conic,english
ler_000b16m_e, 19.58M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ER-RE/ler_000b16m_e.zip,2016,er_,economic region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lre_000b16m_f, 19.59M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/ER-RE/lre_000b16m_f.zip,2016,re_,economic region,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcef000b16m_f, 19.53M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FED-CEF/lcef000b16m_f.zip,2016,cef,federal electoral district,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lfed000b16m_e, 19.52M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FED-CEF/lfed000b16m_e.zip,2016,fed,federal electoral district,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lfsa000b16m_e, 26.11M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FSA-RTA/lfsa000b16m_e.zip,2016,fsa,census forward sortation area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lrta000b16m_f, 26.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/FSA-RTA/lrta000b16m_f.zip,2016,rta,census forward sortation area,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lhy_000c16m_e, 84.67M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000c16m_e.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),MapInfo® (.tab),projection in Lambert conformal conic,english
lhy_000c16m_f, 84.68M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000c16m_f.zip,2016,hy_,NA,interior lakes and rivers hydrographic reference file (polygon),MapInfo® (.tab),projection in Lambert conformal conic,french
lhy_000d16m_e, 27.54M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000d16m_e.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),MapInfo® (.tab),projection in Lambert conformal conic,english
lhy_000d16m_f, 27.55M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000d16m_f.zip,2016,hy_,NA,interior rivers hydrographic reference file (line),MapInfo® (.tab),projection in Lambert conformal conic,french
lhy_000h16m_e, 27.84M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000h16m_e.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",MapInfo® (.tab),projection in Lambert conformal conic,english
lhy_000h16m_f, 27.85M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/HYDRO/lhy_000h16m_f.zip,2016,hy_,NA,"hydrographic coverage of Great Lakes, St. Lawrence River and surrounding oceans",MapInfo® (.tab),projection in Lambert conformal conic,french
lcp_000b16m_f,  2.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PC-CP/lcp_000b16m_f.zip,2016,cp_,population centre,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lpc_000b16m_e,  2.12M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PC-CP/lpc_000b16m_e.zip,2016,pc_,population centre,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lpr_000b16m_e, 26.96M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PR-PR/lpr_000b16m_e.zip,2016,pr_,province and territory,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lpr_000b16m_f, 26.97M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/CBF/PR-PR/lpr_000b16m_f.zip,2016,pr_,province and territory,cartographic boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lada000a16m_e, 10.15M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ADA-ADA/lada000a16m_e.zip,2016,ada,aggregate dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lada000a16m_f, 10.22M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ADA-ADA/lada000a16m_f.zip,2016,ada,aggregate dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcar000a16m_e,  2.64M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CAR-RAR/lcar000a16m_e.zip,2016,car,census agricultural region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lrar000a16m_f,  2.65M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CAR-RAR/lrar000a16m_f.zip,2016,rar,census agricultural region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lccs000a16m_e,  8.84M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CCS-SRU/lccs000a16m_e.zip,2016,ccs,census consolidated subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lsru000a16m_f,  8.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CCS-SRU/lsru000a16m_f.zip,2016,sru,census consolidated subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcd_000a16m_e,  3.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CD-DR/lcd_000a16m_e.zip,2016,cd_,census division,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
ldr_000a16m_f,  3.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CD-DR/ldr_000a16m_f.zip,2016,dr_,census division,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcma000a16m_e,  1.07M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CMA-RMR/lcma000a16m_e.zip,2016,cma,census metropolitan area and census agglomeration,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lrmr000a16m_f,  1.08M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CMA-RMR/lrmr000a16m_f.zip,2016,rmr,census metropolitan area and census agglomeration,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcsd000a16m_e, 13.41M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CSD-SDR/lcsd000a16m_e.zip,2016,csd,census subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lsdr000a16m_f, 13.42M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CSD-SDR/lsdr000a16m_f.zip,2016,sdr,census subdivision,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lct_000a16m_e,  4.13M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CT-SR/lct_000a16m_e.zip,2016,ct_,census tract,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lsr_000a16m_f,  4.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/CT-SR/lsr_000a16m_f.zip,2016,sr_,census tract,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lad_000a16m_f, 39.06M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DA-AD/lad_000a16m_f.zip,2016,ad_,dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lda_000a16m_e, 39.05M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DA-AD/lda_000a16m_e.zip,2016,da_,dissemination area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
ldb_000a16m_e,136.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DB-ID/ldb_000a16m_e.zip,2016,db_,dissemination block,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lid_000a16m_f,136.61M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DB-ID/lid_000a16m_f.zip,2016,id_,NA,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
ldpl000a16m_e,  1.16M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DPL-LD/ldpl000a16m_e.zip,2016,dpl,designated place,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lld_000a16m_f,  1.18M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/DPL-LD/lld_000a16m_f.zip,2016,ld_,designated place,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
ler_000a16m_e,  2.14M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ER-RE/ler_000a16m_e.zip,2016,er_,economic region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lre_000a16m_f,  2.15M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/ER-RE/lre_000a16m_f.zip,2016,re_,economic region,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcef000a16m_f,  3.38M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/FED-CEF/lcef000a16m_f.zip,2016,cef,federal electoral district,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lfed000a16m_e,  3.36M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/FED-CEF/lfed000a16m_e.zip,2016,fed,federal electoral district,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lfsa000a16m_e,  8.22M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/FSA-RTA/lfsa000a16m_e.zip,2016,fsa,census forward sortation area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lrta000a16m_f,  8.23M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/FSA-RTA/lrta000a16m_f.zip,2016,rta,census forward sortation area,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lcp_000a16m_f,  1.89M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/PC-CP/lcp_000a16m_f.zip,2016,cp_,population centre,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lpc_000a16m_e,  1.87M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/PC-CP/lpc_000a16m_e.zip,2016,pc_,population centre,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lpr_000a16m_e,  1.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/PR-PR/lpr_000a16m_e.zip,2016,pr_,province and territory,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,english
lpr_000a16m_f,  1.46M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/DBF/PR-PR/lpr_000a16m_f.zip,2016,pr_,province and territory,digital boundary file,MapInfo® (.tab),projection in Lambert conformal conic,french
lrnf000r16m_f,226.76M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/RNF-FRR/2016/lrnf000r16m_f.zip,2016,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,french
lrnf000r16m_e,226.92M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/RNF-FRR/2016/lrnf000r16m_e.zip,2016,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,english
lrnf000r17m_e,223.44M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/RNF-FRR/2017/lrnf000r17m_e.zip,NA,rnf,road network file,NA,MapInfo® (.tab),projection in Lambert conformal conic,english
lfrr000r17m_f,223.45M,//fld6filer/fichiersGEOfiles/Geographie_2016_Geography/Spatial_Info_Products-Produits_d'info_spatiale/LambertProjection/MapInfo/RNF-FRR/2017/lfrr000r17m_f.zip,NA,frr,NA,NA,MapInfo® (.tab),projection in Lambert conformal conic,french
